Flight_Number,Departure_Airport,Arrival_Airport,Flight_Date,Flight_Time,Booking_Date,Booking_Channel,Passenger_ID,Age,Travel_Class,Ticket_Price,Fare_Class,Payment_Method,Flight_Month,Date,GDP_Growth_Rate,Inflation_Rate,Unemployment_Rate,Month,Holiday_Name,Holiday_Date,Holiday_Type,Holiday_Indicator,Weather_Condition,Temperature,Wind_Speed,Precipitation,Departure_Delay,Cancellation,Competitor_Price,Booking_Lead_Time,Airline,Flight_Date_Numeric,Booking_Date_Numeric,Flight_Time_Minutes,Holiday_Date_Numeric
EA505,LAX,LAS,2023-08-12,11:38:00,2023-07-01,Phone,1173,44,First Class,811.98,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-12,Non-Holiday,0,Storm,24.88,13.57,7.5,188,0,1135.03,42,Emirates,223,277,698,223
CA303,DEN,ATL,2023-06-07,12:13:00,2023-04-20,Online,4280,44,Business,867.26,Regular,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-07,Non-Holiday,0,Clear,16.67,10.58,34.18,209,0,258.54,48,Air Canada,157,205,733,157
BA202,DEN,LAS,2023-04-07,12:54:00,2023-02-24,Online,869,18,First Class,120.74,Regular,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-07,Non-Holiday,0,Fog,2.59,17.23,6.8,161,1,476.25,42,British Airways,96,150,774,96
DA404,LAX,SFO,2023-03-21,16:46:00,2023-02-26,Online,2818,42,Business,263.71,Discount,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-21,Non-Holiday,0,Storm,33.79,19.42,20.05,201,0,127.94,23,Delta Airlines,79,152,1006,79
AA100,DFW,SFO,2023-10-09,09:02:00,2023-08-01,Online,4138,35,Business,511.28,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-09,Non-Holiday,0,Snow,-9.17,15.13,14.15,221,0,1266.09,69,American Airlines,281,308,542,281
EA505,LAX,ATL,2023-01-22,12:07:00,2022-11-19,Online,4090,45,First Class,1044.55,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-22,Non-Holiday,0,Storm,30.77,8.74,8.9,140,0,1276.4,64,Emirates,21,53,727,21
CA303,LAX,LAS,2023-03-06,03:11:00,2023-01-06,Phone,3873,43,First Class,1261.94,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-06,Non-Holiday,0,Clear,19.51,13.35,1.23,5,0,280.38,59,Air Canada,64,101,191,64
CA303,LAX,ATL,2023-05-19,21:54:00,2023-05-09,Phone,3606,20,Business,493.38,Discount,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-19,Non-Holiday,0,Rain,22.09,2.03,43.47,166,1,213.1,10,Air Canada,138,224,1314,138
AA100,JFK,ATL,2023-05-02,07:57:00,2023-04-23,Online,3253,49,Economy,1183.45,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-02,Non-Holiday,0,Storm,28.12,9.25,16.88,98,0,1064.6,9,American Airlines,121,208,477,121
EA505,DFW,LAS,2023-09-16,12:53:00,2023-07-22,Travel Agency,81,22,Business,1382.41,Premium,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-16,Non-Holiday,0,Storm,8.99,14.25,17.26,123,0,208.5,56,Emirates,258,298,773,258
AA100,LAX,MIA,2023-03-10,17:09:00,2023-01-23,Online,3920,49,First Class,320.94,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-10,Non-Holiday,0,Rain,17.87,19.29,15.76,163,0,856.19,46,American Airlines,68,118,1029,68
EA505,LAX,ATL,2023-08-30,11:34:00,2023-06-04,Travel Agency,1440,24,Economy,124.12,Discount,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Clear,12.79,16.84,32.21,26,0,286.29,87,Emirates,241,250,694,241
BA202,LAX,SEA,2023-04-22,23:55:00,2023-04-07,Travel Agency,3497,58,Business,445.62,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Fog,-9.77,5.48,19.38,208,0,655.23,15,British Airways,111,192,1435,111
AA100,JFK,LAS,2023-10-28,07:05:00,2023-08-25,Phone,1921,56,Business,150.24,Regular,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-28,Non-Holiday,0,Snow,20.79,5.26,7.7,212,0,717.33,64,American Airlines,300,332,425,300
EA505,LAX,LAS,2023-02-19,00:03:00,2022-11-26,Phone,1005,33,Economy,528.38,Discount,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-19,Non-Holiday,0,Fog,7.65,17.87,5.73,20,0,158.89,85,Emirates,49,60,3,49
DA404,JFK,LAS,2023-03-13,11:13:00,2023-02-18,Online,820,41,First Class,922.87,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-13,Non-Holiday,0,Rain,16.61,18.59,46.84,12,0,1079.75,23,Delta Airlines,71,144,673,71
CA303,DFW,MIA,2023-05-25,07:58:00,2023-02-21,Travel Agency,3343,21,First Class,1049.73,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-25,Non-Holiday,0,Fog,4.84,19.84,20.16,164,0,264.76,93,Air Canada,144,147,478,144
EA505,JFK,LAS,2023-06-05,12:34:00,2023-03-11,Online,1195,19,Economy,1032.05,Premium,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Clear,-5.68,16.25,30.85,238,0,436.32,86,Emirates,155,165,754,155
DA404,DFW,ATL,2023-09-16,03:22:00,2023-06-29,Online,4818,61,Business,650.09,Regular,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-16,Non-Holiday,0,Snow,-5.08,12.22,40.09,24,0,265.15,79,Delta Airlines,258,275,202,258
BA202,ORD,SFO,2023-01-07,06:01:00,2022-12-30,Travel Agency,450,46,First Class,635.69,Premium,Credit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-07,Non-Holiday,0,Snow,14.58,17.15,44.74,116,0,1097.41,8,British Airways,6,94,361,6
BA202,DEN,ATL,2023-06-07,16:29:00,2023-05-22,Travel Agency,734,46,Economy,1205.95,Premium,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-07,Non-Holiday,0,Clear,16.67,10.58,34.18,40,0,400.2,16,British Airways,157,237,989,157
BA202,ORD,ATL,2023-10-17,12:14:00,2023-09-17,Phone,805,53,Economy,142.05,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-17,Non-Holiday,0,Storm,6.69,18.27,48.44,146,0,1369.02,30,British Airways,289,355,734,289
BA202,ORD,MIA,2023-03-14,15:12:00,2023-02-11,Phone,99,31,Business,144.93,Premium,Credit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-14,Non-Holiday,0,Snow,23.63,3.16,12.11,47,0,608.28,31,British Airways,72,137,912,72
CA303,DEN,SEA,2023-11-17,15:11:00,2023-10-10,Online,3721,39,First Class,247.11,Regular,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-17,Non-Holiday,0,Rain,8.35,17.74,35.07,216,1,1140.6,38,Air Canada,320,378,911,320
EA505,DEN,SEA,2023-07-01,14:26:00,2023-04-23,Phone,3214,36,Business,1075.97,Premium,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Clear,6.28,4.1,14.39,6,0,802.18,69,Emirates,181,208,866,181
CA303,JFK,SFO,2023-08-30,18:31:00,2023-08-20,Travel Agency,3035,39,Economy,1044.38,Premium,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Snow,-3.86,5.45,16.43,226,0,673.59,10,Air Canada,241,327,1111,241
EA505,DEN,SFO,2023-05-03,17:45:00,2023-01-31,Travel Agency,3388,33,Business,1357.82,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-03,Non-Holiday,0,Fog,14.98,8.8,37.53,50,0,1024.03,92,Emirates,122,126,1065,122
CA303,ORD,ATL,2023-06-05,20:19:00,2023-05-28,Phone,4040,59,Economy,1440.88,Discount,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Storm,-7.12,14.28,25.37,33,1,264.3,8,Air Canada,155,243,1219,155
DA404,JFK,SFO,2023-03-18,17:45:00,2023-02-25,Online,3012,22,Economy,613.18,Discount,Debit Card,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-18,Non-Holiday,0,Rain,10.4,1.37,38.21,210,0,1070.92,21,Delta Airlines,76,151,1065,76
EA505,LAX,LAS,2023-07-01,11:27:00,2023-06-30,Travel Agency,484,32,Business,1089.28,Premium,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,Christmas,2023-07-01,Public Holiday,1,Fog,-1.55,10.1,9.01,82,0,802.18,1,Emirates,181,276,687,181
AA100,JFK,ATL,2023-12-01,13:45:00,2023-08-29,Phone,4070,40,First Class,342.58,Premium,Miles,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,Independence Day,2023-12-01,Cultural Event,1,Storm,6.53,18.79,28.18,68,0,782.47,94,American Airlines,334,336,825,334
EA505,LAX,ATL,2023-12-12,02:23:00,2023-10-15,Travel Agency,3329,33,First Class,1165.58,Premium,Credit Card,2023-12,2023-12-01,3.85,2.98,4.42,2023-12,No Holiday,2023-12-12,Non-Holiday,0,Fog,20.66,19.77,33.11,105,0,1369.86,58,Emirates,345,383,143,345
BA202,JFK,ATL,2023-01-06,00:46:00,2022-12-27,Online,1172,63,Business,1382.41,Discount,Debit Card,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-06,Non-Holiday,0,Snow,22.41,8.73,27.84,65,0,774.65,10,British Airways,5,91,46,5
EA505,DFW,MIA,2023-11-15,01:55:00,2023-09-28,Online,84,44,First Class,771.46,Premium,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-15,Non-Holiday,0,Rain,19.15,9.92,43.41,204,0,576.06,48,Emirates,318,366,115,318
BA202,DEN,SEA,2023-02-05,23:53:00,2023-02-02,Travel Agency,889,40,Economy,373.61,Discount,Miles,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-05,Non-Holiday,0,Snow,-7.24,9.47,29.98,203,0,192.52,3,British Airways,35,128,1433,35
DA404,LAX,SEA,2023-02-18,02:16:00,2023-02-13,Online,2765,52,First Class,673.16,Discount,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-18,Non-Holiday,0,Rain,20.27,0.01,42.82,225,0,518.17,5,Delta Airlines,48,139,136,48
DA404,DEN,SEA,2023-09-25,10:33:00,2023-09-22,Phone,2612,30,Business,997.95,Regular,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-25,Non-Holiday,0,Snow,24.77,8.13,39.12,198,0,384.43,3,Delta Airlines,267,360,633,267
DA404,ORD,LAS,2023-05-30,07:40:00,2023-05-01,Online,4847,32,Economy,784.16,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-30,Non-Holiday,0,Snow,17.2,15.49,39.18,218,0,1204.66,29,Delta Airlines,149,216,460,149
BA202,DEN,SEA,2023-10-17,18:12:00,2023-09-19,Phone,2300,49,First Class,1484.63,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-17,Non-Holiday,0,Rain,35.37,1.15,40.89,49,0,369.29,28,British Airways,289,357,1092,289
EA505,DFW,ATL,2023-03-12,10:48:00,2023-02-01,Online,2910,68,Business,1170.28,Premium,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-12,Non-Holiday,0,Snow,3.72,16.41,3.25,76,0,676.78,39,Emirates,70,127,648,70
CA303,ORD,ATL,2023-05-16,15:40:00,2023-04-23,Online,2491,50,Business,639.69,Premium,Debit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-16,Non-Holiday,0,Clear,21.23,14.51,37.19,201,0,669.32,23,Air Canada,135,208,940,135
AA100,LAX,SFO,2023-01-21,03:49:00,2022-11-09,Phone,4238,31,First Class,910.27,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-21,Non-Holiday,0,Fog,14.96,14.97,0.57,69,0,1244.23,73,American Airlines,20,43,229,20
BA202,JFK,MIA,2023-04-13,13:02:00,2023-02-11,Phone,2130,39,First Class,1432.51,Discount,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-13,Non-Holiday,0,Storm,27.29,0.55,36.9,41,0,704.93,61,British Airways,102,137,782,102
DA404,ORD,SEA,2023-11-01,03:35:00,2023-07-31,Online,4844,22,Business,504.84,Discount,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,Thanksgiving,2023-11-01,Cultural Event,1,Clear,9.82,8.62,41.4,171,0,532.75,93,Delta Airlines,304,307,215,304
CA303,DFW,MIA,2023-01-19,09:37:00,2022-12-01,Online,3235,18,Economy,126.46,Regular,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-19,Non-Holiday,0,Fog,24.49,17.07,42.35,209,0,265.47,49,Air Canada,18,65,577,18
CA303,ORD,MIA,2023-08-20,18:46:00,2023-07-13,Phone,2562,42,Economy,581.43,Discount,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-20,Non-Holiday,0,Storm,5.75,0.34,41.79,117,0,256.84,38,Air Canada,231,289,1126,231
CA303,DEN,SEA,2023-08-26,21:35:00,2023-07-21,Online,3192,23,First Class,1032.3,Regular,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-26,Non-Holiday,0,Rain,-7.18,10.05,41.67,35,0,889.95,36,Air Canada,237,297,1295,237
BA202,DEN,SFO,2023-10-31,01:13:00,2023-08-20,Phone,437,40,First Class,1425.85,Premium,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-31,Non-Holiday,0,Rain,24.97,15.04,12.91,126,0,1340.86,72,British Airways,303,327,73,303
DA404,JFK,SFO,2023-02-19,08:53:00,2023-01-24,Phone,4986,47,First Class,105.46,Discount,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-19,Non-Holiday,0,Rain,4.67,13.89,43.47,44,0,1204.04,26,Delta Airlines,49,119,533,49
CA303,ORD,SEA,2023-05-23,03:59:00,2023-04-26,Phone,2465,44,First Class,1115.15,Premium,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Clear,17.14,13.46,3.32,114,0,766.63,27,Air Canada,142,211,239,142
BA202,ORD,ATL,2023-03-24,17:04:00,2023-02-06,Phone,2870,63,First Class,1162.26,Regular,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-24,Non-Holiday,0,Snow,28.24,12.76,27.74,225,0,1346.36,46,British Airways,82,132,1024,82
BA202,JFK,LAS,2023-11-04,06:10:00,2023-08-29,Phone,1376,42,Business,1402.08,Regular,Credit Card,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-04,Non-Holiday,0,Snow,-9.48,7.74,0.08,124,0,1067.95,67,British Airways,307,336,370,307
BA202,ORD,MIA,2023-09-03,07:49:00,2023-07-14,Travel Agency,1113,37,First Class,1230.05,Regular,Debit Card,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-03,Non-Holiday,0,Storm,-9.25,7.66,22.25,124,0,938.76,51,British Airways,245,290,469,245
DA404,ORD,LAS,2023-05-17,17:26:00,2023-03-05,Phone,1307,49,Economy,1188.62,Discount,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-17,Non-Holiday,0,Snow,5.96,11.15,44.59,194,0,183.73,73,Delta Airlines,136,159,1046,136
BA202,JFK,SEA,2023-11-02,07:41:00,2023-08-03,Phone,4900,34,Economy,1243.78,Regular,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-02,Non-Holiday,0,Rain,32.08,2.16,37.5,27,0,955.07,91,British Airways,305,310,461,305
DA404,JFK,LAS,2023-07-09,10:12:00,2023-04-12,Online,2515,26,Economy,1178.88,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-09,Non-Holiday,0,Rain,5.7,16.9,30.92,38,0,140.72,88,Delta Airlines,189,197,612,189
EA505,ORD,MIA,2023-06-05,04:48:00,2023-05-02,Phone,2723,39,Economy,801.7,Premium,Debit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Storm,-7.12,14.28,25.37,123,0,477.29,34,Emirates,155,217,288,155
DA404,DEN,LAS,2023-06-10,09:04:00,2023-03-21,Online,4361,65,First Class,852.38,Premium,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-10,Non-Holiday,0,Rain,-1.2,7.42,25.15,52,0,154.02,81,Delta Airlines,160,175,544,160
EA505,LAX,SEA,2023-02-05,01:06:00,2022-11-25,Travel Agency,3394,59,Business,988.16,Regular,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-05,Non-Holiday,0,Rain,34.23,5.02,47.59,179,0,1078.33,72,Emirates,35,59,66,35
DA404,DEN,SEA,2023-08-27,03:11:00,2023-05-26,Online,4505,28,Business,1327.24,Discount,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-27,Non-Holiday,0,Clear,8.39,11.36,48.54,60,0,396.34,93,Delta Airlines,238,241,191,238
CA303,DFW,ATL,2023-08-31,15:26:00,2023-08-20,Travel Agency,840,39,Economy,956.91,Premium,Debit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-31,Non-Holiday,0,Fog,6.48,17.59,27.27,7,0,148.69,11,Air Canada,242,327,926,242
BA202,ORD,SFO,2023-02-07,05:20:00,2023-01-27,Online,4805,29,Business,746.14,Discount,Credit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-07,Non-Holiday,0,Storm,21.44,10.84,8.44,21,0,1179.16,11,British Airways,37,122,320,37
CA303,DEN,SFO,2023-04-22,14:02:00,2023-04-08,Phone,1491,26,Economy,1045.37,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Fog,-6.0,19.02,8.37,197,0,1363.73,14,Air Canada,111,193,842,111
BA202,ORD,LAS,2023-07-31,02:33:00,2023-05-29,Phone,1848,65,First Class,1021.51,Regular,Miles,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-31,Non-Holiday,0,Snow,33.72,1.04,24.53,221,0,108.7,63,British Airways,211,244,153,211
BA202,ORD,ATL,2023-06-07,22:57:00,2023-03-10,Travel Agency,767,47,First Class,683.6,Premium,Credit Card,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-07,Non-Holiday,0,Clear,38.62,0.74,4.74,132,1,1390.51,89,British Airways,157,164,1377,157
CA303,DEN,MIA,2023-05-23,02:49:00,2023-04-20,Travel Agency,1450,54,First Class,1148.84,Discount,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Fog,28.4,15.84,26.75,114,0,937.52,33,Air Canada,142,205,169,142
DA404,DEN,MIA,2023-03-29,20:17:00,2023-02-17,Online,2510,65,Business,1150.34,Premium,Miles,2023-03,2023-03-01,4.82,6.22,7.66,2023-03,No Holiday,2023-03-29,Non-Holiday,0,Rain,21.97,10.09,43.07,161,0,957.63,40,Delta Airlines,87,143,1217,87
DA404,DFW,SEA,2023-10-06,23:40:00,2023-08-17,Travel Agency,2406,52,Business,821.26,Discount,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-06,Non-Holiday,0,Clear,10.08,11.6,9.94,107,0,827.48,50,Delta Airlines,278,324,1420,278
CA303,JFK,SFO,2023-08-30,18:31:00,2023-08-20,Travel Agency,3035,39,Economy,1044.38,Premium,Miles,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-30,Non-Holiday,0,Fog,18.63,19.56,24.73,154,0,410.43,10,Air Canada,241,327,1111,241
DA404,LAX,LAS,2023-01-06,03:25:00,2022-09-29,Travel Agency,4893,45,First Class,1173.34,Premium,Miles,2023-01,2023-01-01,2.87,4.53,2.9,2023-01,No Holiday,2023-01-06,Non-Holiday,0,Fog,-6.75,19.37,4.09,22,0,204.23,99,Delta Airlines,5,2,205,5
BA202,DEN,SEA,2023-04-22,03:35:00,2023-03-02,Travel Agency,1879,37,Business,1017.83,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Rain,-0.66,8.03,1.66,30,0,568.85,51,British Airways,111,156,215,111
DA404,DEN,LAS,2023-10-26,04:33:00,2023-10-14,Travel Agency,3159,52,Business,569.43,Regular,Credit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-26,Non-Holiday,0,Snow,-2.69,13.23,38.39,214,0,687.99,12,Delta Airlines,298,382,273,298
BA202,JFK,SFO,2023-04-22,06:56:00,2023-04-16,Travel Agency,1380,65,Business,104.21,Regular,Credit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Storm,17.6,7.4,14.46,81,0,151.68,6,British Airways,111,201,416,111
BA202,ORD,MIA,2023-10-13,09:34:00,2023-08-07,Phone,1833,44,Business,118.32,Discount,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-13,Non-Holiday,0,Fog,33.4,2.47,47.03,39,0,1332.6,67,British Airways,285,314,574,285
DA404,JFK,ATL,2023-04-23,02:53:00,2023-03-31,Online,4749,34,First Class,506.94,Regular,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-23,Non-Holiday,0,Snow,27.29,14.97,43.93,175,0,1110.97,23,Delta Airlines,112,185,173,112
CA303,DFW,SFO,2023-04-13,14:35:00,2023-02-24,Travel Agency,4484,18,Business,903.71,Discount,Miles,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-13,Non-Holiday,0,Storm,31.11,18.43,23.54,105,0,423.6,48,Air Canada,102,150,875,102
EA505,DEN,MIA,2023-05-23,11:08:00,2023-05-01,Online,4322,56,Economy,812.82,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-23,Non-Holiday,0,Fog,28.4,15.84,26.75,111,0,1346.93,22,Emirates,142,216,668,142
CA303,LAX,MIA,2023-07-28,03:56:00,2023-05-13,Phone,124,39,Business,1295.04,Regular,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-28,Non-Holiday,0,Fog,2.24,11.79,23.58,176,0,469.84,76,Air Canada,208,228,236,208
AA100,ORD,MIA,2023-10-05,13:44:00,2023-07-12,Online,448,38,First Class,703.63,Premium,Miles,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-05,Non-Holiday,0,Clear,9.71,15.94,30.95,33,0,780.84,85,American Airlines,277,288,824,277
DA404,DFW,MIA,2023-09-29,14:37:00,2023-06-26,Phone,3797,21,Business,1187.82,Premium,Miles,2023-09,2023-09-01,0.55,9.26,2.72,2023-09,No Holiday,2023-09-29,Non-Holiday,0,Fog,2.27,14.2,12.01,237,0,108.49,95,Delta Airlines,271,272,877,271
EA505,DEN,SFO,2023-10-21,00:49:00,2023-08-29,Travel Agency,2322,19,First Class,1348.87,Discount,Debit Card,2023-10,2023-10-01,0.89,0.31,3.26,2023-10,No Holiday,2023-10-21,Non-Holiday,0,Rain,9.44,11.11,3.73,76,0,1258.67,53,Emirates,293,336,49,293
EA505,DFW,SEA,2023-05-16,06:58:00,2023-04-26,Travel Agency,3660,32,Business,570.02,Premium,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-16,Non-Holiday,0,Storm,15.43,18.25,47.6,133,0,1120.26,20,Emirates,135,211,418,135
DA404,DEN,LAS,2023-07-18,08:01:00,2023-07-08,Travel Agency,1139,18,First Class,1120.45,Discount,Debit Card,2023-07,2023-07-01,4.06,4.61,6.33,2023-07,No Holiday,2023-07-18,Non-Holiday,0,Fog,0.51,11.91,9.24,87,0,1316.73,10,Delta Airlines,198,284,481,198
BA202,LAX,SEA,2023-04-22,23:55:00,2023-04-07,Travel Agency,3497,58,Business,445.62,Regular,Debit Card,2023-04,2023-04-01,3.01,4.91,7.04,2023-04,No Holiday,2023-04-22,Non-Holiday,0,Storm,-3.13,13.32,8.0,116,0,89.31,15,British Airways,111,192,1435,111
DA404,LAX,SEA,2023-02-13,11:24:00,2022-12-22,Travel Agency,3625,28,Business,586.1,Premium,Debit Card,2023-02,2023-02-01,-0.8,3.75,6.88,2023-02,No Holiday,2023-02-13,Non-Holiday,0,Storm,16.31,5.76,18.29,91,0,1290.28,53,Delta Airlines,43,86,684,43
BA202,DFW,LAS,2023-05-26,09:02:00,2023-02-28,Phone,2586,27,Business,1046.45,Regular,Miles,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-26,Non-Holiday,0,Rain,-2.53,18.27,29.02,29,0,679.37,87,British Airways,145,154,542,145
BA202,JFK,LAS,2023-11-23,08:43:00,2023-11-04,Online,3269,69,Economy,132.95,Premium,Miles,2023-11,2023-11-01,0.77,7.73,8.5,2023-11,No Holiday,2023-11-23,Non-Holiday,0,Storm,38.82,8.58,10.18,41,0,491.5,19,British Airways,326,403,523,326
CA303,ORD,SEA,2023-08-06,18:30:00,2023-05-01,Travel Agency,3063,56,Economy,1446.71,Regular,Credit Card,2023-08,2023-08-01,4.68,0.36,8.92,2023-08,No Holiday,2023-08-06,Non-Holiday,0,Storm,-7.81,18.34,18.47,58,0,820.53,97,Air Canada,217,216,1110,217
CA303,DFW,SFO,2023-05-13,01:15:00,2023-03-16,Travel Agency,3532,65,First Class,968.3,Regular,Credit Card,2023-05,2023-05-01,-1.37,5.33,6.61,2023-05,No Holiday,2023-05-13,Non-Holiday,0,Storm,0.07,13.57,40.6,19,0,424.83,58,Air Canada,132,170,75,132
EA505,JFK,LAS,2023-06-05,12:34:00,2023-03-11,Online,1195,19,Economy,1032.05,Premium,Miles,2023-06,2023-06-01,-0.8,4.07,6.29,2023-06,No Holiday,2023-06-05,Non-Holiday,0,Rain,-2.17,18.66,25.19,238,0,441.94,86,Emirates,155,165,754,155
